Cargo Type,Port ID,Port_Name,clean_port_name,Region,Reporting Year,State,Trade Type,Units,Port Ranking,Percent Change,Volume
DRY BULK,700,"Baltimore, MD",Baltimore,Atlantic Coast,2017,Maryland,IMPORTS,Short Tons,9,-11.554942638,"4,216,175"
DRY BULK,700,"Baltimore, MD",Baltimore,Atlantic Coast,2017,Maryland,TOTAL,Short Tons,9,28.059828167,"29,944,957"
DRY BULK,700,"Baltimore, MD",Baltimore,Atlantic Coast,2018,Maryland,DOMESTIC,Short Tons,10,27.937956087,"5,182,109"
DRY BULK,700,"Baltimore, MD",Baltimore,Atlantic Coast,2018,Maryland,EXPORTS,Short Tons,10,-7.581071297,"20,034,848"
DRY BULK,700,"Baltimore, MD",Baltimore,Atlantic Coast,2018,Maryland,FOREIGN,Short Tons,10,-8.285162497,"23,749,072"
DRY BULK,700,"Baltimore, MD",Baltimore,Atlantic Coast,2018,Maryland,IMPORTS,Short Tons,10,-11.905364459,"3,714,224"
DRY BULK,700,"Baltimore, MD",Baltimore,Atlantic Coast,2018,Maryland,TOTAL,Short Tons,10,-3.385464871,"28,931,181"
DRY BULK,700,"Baltimore, MD",Baltimore,Atlantic Coast,2019,Maryland,DOMESTIC,Short Tons,9,-25.648669297,"3,852,967"
DRY BULK,700,"Baltimore, MD",Baltimore,Atlantic Coast,2019,Maryland,EXPORTS,Short Tons,9,-0.430235358,"19,948,651"
DRY BULK,700,"Baltimore, MD",Baltimore,Atlantic Coast,2019,Maryland,FOREIGN,Short Tons,9,-0.541414839,"23,620,491"
DRY BULK,700,"Baltimore, MD",Baltimore,Atlantic Coast,2019,Maryland,IMPORTS,Short Tons,9,-1.141126653,"3,671,840"
DRY BULK,700,"Baltimore, MD",Baltimore,Atlantic Coast,2019,Maryland,TOTAL,Short Tons,9,-5.038587951,"27,473,458"
DRY BULK,700,"Baltimore, MD",Baltimore,Atlantic Coast,2020,Maryland,DOMESTIC,Short Tons,13,-40.774914501,"2,281,923"
DRY BULK,700,"Baltimore, MD",Baltimore,Atlantic Coast,2020,Maryland,EXPORTS,Short Tons,13,-25.690674522,"14,823,708"
DRY BULK,700,"Baltimore, MD",Baltimore,Atlantic Coast,2020,Maryland,FOREIGN,Short Tons,13,-22.988429834,"18,190,511"
DRY BULK,700,"Baltimore, MD",Baltimore,Atlantic Coast,2020,Maryland,IMPORTS,Short Tons,13,-8.307469824,"3,366,803"
DRY BULK,700,"Baltimore, MD",Baltimore,Atlantic Coast,2020,Maryland,TOTAL,Short Tons,13,-25.482864225,"20,472,434"
DRY BULK,766,"Wilmington, NC","Wilmington, NC",Atlantic Coast,2016,North Carolina,DOMESTIC,Short Tons,86,39.390989989,"50,125"
DRY BULK,766,"Wilmington, NC","Wilmington, NC",Atlantic Coast,2016,North Carolina,EXPORTS,Short Tons,86,-22.751310951,"277,098"
DRY BULK,766,"Wilmington, NC","Wilmington, NC",Atlantic Coast,2016,North Carolina,FOREIGN,Short Tons,86,11.374445226,"1,598,524"
DRY BULK,766,"Wilmington, NC","Wilmington, NC",Atlantic Coast,2016,North Carolina,IMPORTS,Short Tons,86,22.745111517,"1,321,426"
DRY BULK,766,"Wilmington, NC","Wilmington, NC",Atlantic Coast,2016,North Carolina,TOTAL,Short Tons,86,12.059229352,"1,648,649"
DRY BULK,766,"Wilmington, NC","Wilmington, NC",Atlantic Coast,2017,North Carolina,DOMESTIC,Short Tons,77,4.327182045,"52,294"
DRY BULK,766,"Wilmington, NC","Wilmington, NC",Atlantic Coast,2017,North Carolina,EXPORTS,Short Tons,77,218.635284268,"882,932"
DRY BULK,766,"Wilmington, NC","Wilmington, NC",Atlantic Coast,2017,North Carolina,FOREIGN,Short Tons,77,18.252024993,"1,890,287"
DRY BULK,766,"Wilmington, NC","Wilmington, NC",Atlantic Coast,2017,North Carolina,IMPORTS,Short Tons,77,-23.767581386,"1,007,355"
DRY BULK,766,"Wilmington, NC","Wilmington, NC",Atlantic Coast,2017,North Carolina,TOTAL,Short Tons,77,17.828658496,"1,942,581"
DRY BULK,766,"Wilmington, NC","Wilmington, NC",Atlantic Coast,2018,North Carolina,DOMESTIC,Short Tons,70,-11.202049948,"46,436"
DRY BULK,766,"Wilmington, NC","Wilmington, NC",Atlantic Coast,2018,North Carolina,EXPORTS,Short Tons,70,-4.454136898,"843,605"
DRY BULK,766,"Wilmington, NC","Wilmington, NC",Atlantic Coast,2018,North Carolina,FOREIGN,Short Tons,70,14.409610816,"2,162,670"
DRY BULK,766,"Wilmington, NC","Wilmington, NC",Atlantic Coast,2018,North Carolina,IMPORTS,Short Tons,70,30.943510480,"1,319,066"
DRY BULK,766,"Wilmington, NC","Wilmington, NC",Atlantic Coast,2018,North Carolina,TOTAL,Short Tons,70,13.720148606,"2,209,106"
DRY BULK,766,"Wilmington, NC","Wilmington, NC",Atlantic Coast,2019,North Carolina,DOMESTIC,Short Tons,72,48.318115255,"68,873"
DRY BULK,766,"Wilmington, NC","Wilmington, NC",Atlantic Coast,2019,North Carolina,EXPORTS,Short Tons,72,-5.823815648,"794,475"
DRY BULK,766,"Wilmington, NC","Wilmington, NC",Atlantic Coast,2019,North Carolina,FOREIGN,Short Tons,72,7.385454091,"2,322,393"
DRY BULK,766,"Wilmington, NC","Wilmington, NC",Atlantic Coast,2019,North Carolina,IMPORTS,Short Tons,72,15.833324489,"1,527,918"
DRY BULK,766,"Wilmington, NC","Wilmington, NC",Atlantic Coast,2019,North Carolina,TOTAL,Short Tons,72,8.245869596,"2,391,266"
DRY BULK,766,"Wilmington, NC","Wilmington, NC",Atlantic Coast,2020,North Carolina,DOMESTIC,Short Tons,73,0,
DRY BULK,766,"Wilmington, NC","Wilmington, NC",Atlantic Coast,2020,North Carolina,EXPORTS,Short Tons,73,37.119355549,"1,089,379"
DRY BULK,766,"Wilmington, NC","Wilmington, NC",Atlantic Coast,2020,North Carolina,FOREIGN,Short Tons,73,-2.361099090,"2,267,559"
DRY BULK,766,"Wilmington, NC","Wilmington, NC",Atlantic Coast,2020,North Carolina,IMPORTS,Short Tons,73,-22.889840947,"1,178,180"
DRY BULK,766,"Wilmington, NC","Wilmington, NC",Atlantic Coast,2020,North Carolina,TOTAL,Short Tons,73,-5.173284779,"2,267,559"
DRY BULK,773,"Charleston, SC Port of","Charleston, SC Port of",Atlantic Coast,2016,South Carolina,DOMESTIC,Short Tons,55,-21.191772227,"92,948"
DRY BULK,773,"Charleston, SC Port of","Charleston, SC Port of",Atlantic Coast,2016,South Carolina,EXPORTS,Short Tons,55,-99.936748893,14
DRY BULK,773,"Charleston, SC Port of","Charleston, SC Port of",Atlantic Coast,2016,South Carolina,FOREIGN,Short Tons,55,22.460974312,"3,248,728"
DRY BULK,773,"Charleston, SC Port of","Charleston, SC Port of",Atlantic Coast,2016,South Carolina,IMPORTS,Short Tons,55,23.490744408,"3,248,713"
DRY BULK,773,"Charleston, SC Port of","Charleston, SC Port of",Atlantic Coast,2016,South Carolina,TOTAL,Short Tons,55,20.602856205,"3,341,676"
DRY BULK,773,"Charleston, SC Port of","Charleston, SC Port of",Atlantic Coast,2017,South Carolina,DOMESTIC,Short Tons,43,25.801523432,"116,930"
DRY BULK,773,"Charleston, SC Port of","Charleston, SC Port of",Atlantic Coast,2017,South Carolina,EXPORTS,Short Tons,43,"11,978.571428571","1,691"
DRY BULK,773,"Charleston, SC Port of","Charleston, SC Port of",Atlantic Coast,2017,South Carolina,FOREIGN,Short Tons,43,72.882432755,"5,616,480"
DRY BULK,773,"Charleston, SC Port of","Charleston, SC Port of",Atlantic Coast,2017,South Carolina,IMPORTS,Short Tons,43,72.831179609,"5,614,789"
DRY BULK,773,"Charleston, SC Port of","Charleston, SC Port of",Atlantic Coast,2017,South Carolina,TOTAL,Short Tons,43,71.572887377,"5,733,410"
DRY BULK,773,"Charleston, SC Port of","Charleston, SC Port of",Atlantic Coast,2018,South Carolina,DOMESTIC,Short Tons,59,21.972120072,"142,622"
DRY BULK,773,"Charleston, SC Port of","Charleston, SC Port of",Atlantic Coast,2018,South Carolina,EXPORTS,Short Tons,59,-100,0
DRY BULK,773,"Charleston, SC Port of","Charleston, SC Port of",Atlantic Coast,2018,South Carolina,FOREIGN,Short Tons,59,-52.321275959,"2,677,866"
DRY BULK,773,"Charleston, SC Port of","Charleston, SC Port of",Atlantic Coast,2018,South Carolina,IMPORTS,Short Tons,59,-52.306916609,"2,677,866"
DRY BULK,773,"Charleston, SC Port of","Charleston, SC Port of",Atlantic Coast,2018,South Carolina,TOTAL,Short Tons,59,-50.806099686,"2,820,488"
DRY BULK,773,"Charleston, SC Port of","Charleston, SC Port of",Atlantic Coast,2019,South Carolina,DOMESTIC,Short Tons,64,43.480669181,"204,635"
DRY BULK,773,"Charleston, SC Port of","Charleston, SC Port of",Atlantic Coast,2019,South Carolina,EXPORTS,Short Tons,64,0,"40,012"
DRY BULK,773,"Charleston, SC Port of","Charleston, SC Port of",Atlantic Coast,2019,South Carolina,FOREIGN,Short Tons,64,-4.121490769,"2,567,498"
DRY BULK,773,"Charleston, SC Port of","Charleston, SC Port of",Atlantic Coast,2019,South Carolina,IMPORTS,Short Tons,64,-5.615665608,"2,527,486"
DRY BULK,773,"Charleston, SC Port of","Charleston, SC Port of",Atlantic Coast,2019,South Carolina,TOTAL,Short Tons,64,-1.714419632,"2,772,133"
DRY BULK,773,"Charleston, SC Port of","Charleston, SC Port of",Atlantic Coast,2020,South Carolina,DOMESTIC,Short Tons,59,10.229432893,"225,568"
DRY BULK,773,"Charleston, SC Port of","Charleston, SC Port of",Atlantic Coast,2020,South Carolina,EXPORTS,Short Tons,59,-100,0
DRY BULK,773,"Charleston, SC Port of","Charleston, SC Port of",Atlantic Coast,2020,South Carolina,FOREIGN,Short Tons,59,16.993080423,"3,003,795"
DRY BULK,773,"Charleston, SC Port of","Charleston, SC Port of",Atlantic Coast,2020,South Carolina,IMPORTS,Short Tons,59,18.845168677,"3,003,795"
DRY BULK,773,"Charleston, SC Port of","Charleston, SC Port of",Atlantic Coast,2020,South Carolina,TOTAL,Short Tons,59,16.493797376,"3,229,363"
DRY BULK,776,"Savannah, GA Port of","Savannah, GA Port of",Atlantic Coast,2016,Georgia,DOMESTIC,Short Tons,51,-66.212000852,"17,439"
DRY BULK,776,"Savannah, GA Port of","Savannah, GA Port of",Atlantic Coast,2016,Georgia,EXPORTS,Short Tons,51,-11.086449296,"1,517,436"
DRY BULK,776,"Savannah, GA Port of","Savannah, GA Port of",Atlantic Coast,2016,Georgia,FOREIGN,Short Tons,51,-4.440561037,"3,663,725"
DRY BULK,776,"Savannah, GA Port of","Savannah, GA Port of",Atlantic Coast,2016,Georgia,IMPORTS,Short Tons,51,0.891068770,"2,146,289"
DRY BULK,776,"Savannah, GA Port of","Savannah, GA Port of",Atlantic Coast,2016,Georgia,TOTAL,Short Tons,51,-5.261082750,"3,681,164"
DRY BULK,776,"Savannah, GA Port of","Savannah, GA Port of",Atlantic Coast,2017,Georgia,DOMESTIC,Short Tons,52,798.899019439,"156,759"
DRY BULK,776,"Savannah, GA Port of","Savannah, GA Port of",Atlantic Coast,2017,Georgia,EXPORTS,Short Tons,52,-27.409063710,"1,101,521"
DRY BULK,776,"Savannah, GA Port of","Savannah, GA Port of",Atlantic Coast,2017,Georgia,FOREIGN,Short Tons,52,-5.515916178,"3,461,637"
DRY BULK,776,"Savannah, GA Port of","Savannah, GA Port of",Atlantic Coast,2017,Georgia,IMPORTS,Short Tons,52,9.962637837,"2,360,116"
DRY BULK,776,"Savannah, GA Port of","Savannah, GA Port of",Atlantic Coast,2017,Georgia,TOTAL,Short Tons,52,-1.705112839,"3,618,396"
DRY BULK,776,"Savannah, GA Port of","Savannah, GA Port of",Atlantic Coast,2018,Georgia,DOMESTIC,Short Tons,55,-80.299057789,"30,883"
DRY BULK,776,"Savannah, GA Port of","Savannah, GA Port of",Atlantic Coast,2018,Georgia,EXPORTS,Short Tons,55,-8.905141164,"1,003,429"
DRY BULK,776,"Savannah, GA Port of","Savannah, GA Port of",Atlantic Coast,2018,Georgia,FOREIGN,Short Tons,55,-10.213231486,"3,108,092"
DRY BULK,776,"Savannah, GA Port of","Savannah, GA Port of",Atlantic Coast,2018,Georgia,IMPORTS,Short Tons,55,-10.823747646,"2,104,663"
DRY BULK,776,"Savannah, GA Port of","Savannah, GA Port of",Atlantic Coast,2018,Georgia,TOTAL,Short Tons,55,-13.249544826,"3,138,975"
DRY BULK,776,"Savannah, GA Port of","Savannah, GA Port of",Atlantic Coast,2019,Georgia,DOMESTIC,Short Tons,56,224.110351974,"100,095"
DRY BULK,776,"Savannah, GA Port of","Savannah, GA Port of",Atlantic Coast,2019,Georgia,EXPORTS,Short Tons,56,7.583197217,"1,079,521"
DRY BULK,776,"Savannah, GA Port of","Savannah, GA Port of",Atlantic Coast,2019,Georgia,FOREIGN,Short Tons,56,7.351133750,"3,336,572"
DRY BULK,776,"Savannah, GA Port of","Savannah, GA Port of",Atlantic Coast,2019,Georgia,IMPORTS,Short Tons,56,7.240494084,"2,257,051"
DRY BULK,776,"Savannah, GA Port of","Savannah, GA Port of",Atlantic Coast,2019,Georgia,TOTAL,Short Tons,56,9.483732747,"3,436,667"
DRY BULK,776,"Savannah, GA Port of","Savannah, GA Port of",Atlantic Coast,2020,Georgia,DOMESTIC,Short Tons,55,-23.747439932,"76,325"
DRY BULK,776,"Savannah, GA Port of","Savannah, GA Port of",Atlantic Coast,2020,Georgia,EXPORTS,Short Tons,55,-2.806985691,"1,049,219"
DRY BULK,776,"Savannah, GA Port of","Savannah, GA Port of",Atlantic Coast,2020,Georgia,FOREIGN,Short Tons,55,4.506991008,"3,486,951"
DRY BULK,776,"Savannah, GA Port of","Savannah, GA Port of",Atlantic Coast,2020,Georgia,IMPORTS,Short Tons,55,8.005180211,"2,437,732"
DRY BULK,776,"Savannah, GA Port of","Savannah, GA Port of",Atlantic Coast,2020,Georgia,TOTAL,Short Tons,55,3.684063658,"3,563,276"
DRY BULK,1911,"Port Everglades, FL","Port Everglades, FL",Atlantic Coast,2016,Florida,DOMESTIC,Short Tons,92,38.649972782,"127,350"
DRY BULK,1911,"Port Everglades, FL","Port Everglades, FL",Atlantic Coast,2016,Florida,EXPORTS,Short Tons,92,331.597508817,"172,557"
DRY BULK,1911,"Port Everglades, FL","Port Everglades, FL",Atlantic Coast,2016,Florida,FOREIGN,Short Tons,92,13.408138732,"1,368,885"
DRY BULK,1911,"Port Everglades, FL","Port Everglades, FL",Atlantic Coast,2016,Florida,IMPORTS,Short Tons,92,2.507576712,"1,196,328"
DRY BULK,1911,"Port Everglades, FL","Port Everglades, FL",Atlantic Coast,2016,Florida,TOTAL,Short Tons,92,15.193091348,"1,496,235"
DRY BULK,1911,"Port Everglades, FL","Port Everglades, FL",Atlantic Coast,2017,Florida,DOMESTIC,Short Tons,108,-2.723989007,"123,881"
DRY BULK,1911,"Port Everglades, FL","Port Everglades, FL",Atlantic Coast,2017,Florida,EXPORTS,Short Tons,108,-90.323197552,"16,698"
DRY BULK,1911,"Port Everglades, FL","Port Everglades, FL",Atlantic Coast,2017,Florida,FOREIGN,Short Tons,108,-26.258085960,"1,009,442"
DRY BULK,1911,"Port Everglades, FL","Port Everglades, FL",Atlantic Coast,2017,Florida,IMPORTS,Short Tons,108,-17.017406598,"992,744"
DRY BULK,1911,"Port Everglades, FL","Port Everglades, FL",Atlantic Coast,2017,Florida,TOTAL,Short Tons,108,-24.255013417,"1,133,323"
DRY BULK,1911,"Port Everglades, FL","Port Everglades, FL",Atlantic Coast,2018,Florida,DOMESTIC,Short Tons,97,18.224747944,"146,458"
DRY BULK,1911,"Port Everglades, FL","Port Everglades, FL",Atlantic Coast,2018,Florida,EXPORTS,Short Tons,97,-100,0
DRY BULK,1911,"Port Everglades, FL","Port Everglades, FL",Atlantic Coast,2018,Florida,FOREIGN,Short Tons,97,22.144016199,"1,232,973"
DRY BULK,1911,"Port Everglades, FL","Port Everglades, FL",Atlantic Coast,2018,Florida,IMPORTS,Short Tons,97,24.198484201,"1,232,973"
DRY BULK,1911,"Port Everglades, FL","Port Everglades, FL",Atlantic Coast,2018,Florida,TOTAL,Short Tons,97,21.715609760,"1,379,431"
DRY BULK,1911,"Port Everglades, FL","Port Everglades, FL",Atlantic Coast,2019,Florida,DOMESTIC,Short Tons,113,0,
DRY BULK,1911,"Port Everglades, FL","Port Everglades, FL",Atlantic Coast,2019,Florida,EXPORTS,Short Tons,113,0,"4,365"
DRY BULK,1911,"Port Everglades, FL","Port Everglades, FL",Atlantic Coast,2019,Florida,FOREIGN,Short Tons,113,-1.355585240,"1,216,259"
DRY BULK,1911,"Port Everglades, FL","Port Everglades, FL",Atlantic Coast,2019,Florida,IMPORTS,Short Tons,113,-1.709607591,"1,211,894"
DRY BULK,1911,"Port Everglades, FL","Port Everglades, FL",Atlantic Coast,2019,Florida,TOTAL,Short Tons,113,-11.828935264,"1,216,259"
DRY BULK,1911,"Port Everglades, FL","Port Everglades, FL",Atlantic Coast,2020,Florida,DOMESTIC,Short Tons,107,0,
DRY BULK,1911,"Port Everglades, FL","Port Everglades, FL",Atlantic Coast,2020,Florida,EXPORTS,Short Tons,107,139.381443299,"10,449"
DRY BULK,1911,"Port Everglades, FL","Port Everglades, FL",Atlantic Coast,2020,Florida,FOREIGN,Short Tons,107,2.231350395,"1,243,398"
DRY BULK,1911,"Port Everglades, FL","Port Everglades, FL",Atlantic Coast,2020,Florida,IMPORTS,Short Tons,107,1.737363169,"1,232,949"
DRY BULK,1911,"Port Everglades, FL","Port Everglades, FL",Atlantic Coast,2020,Florida,TOTAL,Short Tons,107,2.231350395,"1,243,398"
DRY BULK,1913,"San Juan, PR","San Juan, PR",Gulf Coast & Mississippi River,2016,Puerto Rico,DOMESTIC,Short Tons,56,-3.495416617,"2,475,579"
DRY BULK,1913,"San Juan, PR","San Juan, PR",Gulf Coast & Mississippi River,2016,Puerto Rico,EXPORTS,Short Tons,56,-61.691542289,"8,855"
DRY BULK,1913,"San Juan, PR","San Juan, PR",Gulf Coast & Mississippi River,2016,Puerto Rico,FOREIGN,Short Tons,56,-23.846209497,"452,633"
DRY BULK,1913,"San Juan, PR","San Juan, PR",Gulf Coast & Mississippi River,2016,Puerto Rico,IMPORTS,Short Tons,56,-22.314845287,"443,778"
DRY BULK,1913,"San Juan, PR","San Juan, PR",Gulf Coast & Mississippi River,2016,Puerto Rico,TOTAL,Short Tons,56,-7.323684047,"2,928,212"
DRY BULK,1913,"San Juan, PR","San Juan, PR",Gulf Coast & Mississippi River,2017,Puerto Rico,DOMESTIC,Short Tons,71,-34.668495734,"1,617,333"
DRY BULK,1913,"San Juan, PR","San Juan, PR",Gulf Coast & Mississippi River,2017,Puerto Rico,EXPORTS,Short Tons,71,-22.044042914,"6,903"
DRY BULK,1913,"San Juan, PR","San Juan, PR",Gulf Coast & Mississippi River,2017,Puerto Rico,FOREIGN,Short Tons,71,6.790048450,"483,367"
DRY BULK,1913,"San Juan, PR","San Juan, PR",Gulf Coast & Mississippi River,2017,Puerto Rico,IMPORTS,Short Tons,71,7.365394409,"476,464"
DRY BULK,1913,"San Juan, PR","San Juan, PR",Gulf Coast & Mississippi River,2017,Puerto Rico,TOTAL,Short Tons,71,-28.259975712,"2,100,700"
DRY BULK,1913,"San Juan, PR","San Juan, PR",Gulf Coast & Mississippi River,2018,Puerto Rico,DOMESTIC,Short Tons,63,22.475519884,"1,980,837"
DRY BULK,1913,"San Juan, PR","San Juan, PR",Gulf Coast & Mississippi River,2018,Puerto Rico,EXPORTS,Short Tons,63,-88.729537882,778
DRY BULK,1913,"San Juan, PR","San Juan, PR",Gulf Coast & Mississippi River,2018,Puerto Rico,FOREIGN,Short Tons,63,7.623606907,"520,217"
DRY BULK,1913,"San Juan, PR","San Juan, PR",Gulf Coast & Mississippi River,2018,Puerto Rico,IMPORTS,Short Tons,63,9.019569159,"519,439"
DRY BULK,1913,"San Juan, PR","San Juan, PR",Gulf Coast & Mississippi River,2018,Puerto Rico,TOTAL,Short Tons,63,19.058123483,"2,501,054"
DRY BULK,1913,"San Juan, PR","San Juan, PR",Gulf Coast & Mississippi River,2019,Puerto Rico,DOMESTIC,Short Tons,104,-51.414831205,"962,393"
DRY BULK,1913,"San Juan, PR","San Juan, PR",Gulf Coast & Mississippi River,2019,Puerto Rico,EXPORTS,Short Tons,104,-100,0
DRY BULK,1913,"San Juan, PR","San Juan, PR",Gulf Coast & Mississippi River,2019,Puerto Rico,FOREIGN,Short Tons,104,-4.460638541,"497,012"
DRY BULK,1913,"San Juan, PR","San Juan, PR",Gulf Coast & Mississippi River,2019,Puerto Rico,IMPORTS,Short Tons,104,-4.317542580,"497,012"
DRY BULK,1913,"San Juan, PR","San Juan, PR",Gulf Coast & Mississippi River,2019,Puerto Rico,TOTAL,Short Tons,104,-41.648401034,"1,459,405"
DRY BULK,1913,"San Juan, PR","San Juan, PR",Gulf Coast & Mississippi River,2020,Puerto Rico,DOMESTIC,Short Tons,118,-32.020494746,"654,230"
DRY BULK,1913,"San Juan, PR","San Juan, PR",Gulf Coast & Mississippi River,2020,Puerto Rico,EXPORTS,Short Tons,118,0,0
DRY BULK,1913,"San Juan, PR","San Juan, PR",Gulf Coast & Mississippi River,2020,Puerto Rico,FOREIGN,Short Tons,118,-44.916621731,"273,771"
DRY BULK,1913,"San Juan, PR","San Juan, PR",Gulf Coast & Mississippi River,2020,Puerto Rico,IMPORTS,Short Tons,118,-44.916621731,"273,771"
DRY BULK,1913,"San Juan, PR","San Juan, PR",Gulf Coast & Mississippi River,2020,Puerto Rico,TOTAL,Short Tons,118,-36.412373536,"928,001"
DRY BULK,2005,"Mobile, AL","Mobile, AL",Gulf Coast & Mississippi River,2016,Alabama,DOMESTIC,Short Tons,6,5.721760752,"13,947,726"
DRY BULK,2005,"Mobile, AL","Mobile, AL",Gulf Coast & Mississippi River,2016,Alabama,EXPORTS,Short Tons,6,-21.917764626,"9,422,010"
DRY BULK,2005,"Mobile, AL","Mobile, AL",Gulf Coast & Mississippi River,2016,Alabama,FOREIGN,Short Tons,6,-17.529110702,"17,921,617"
DRY BULK,2005,"Mobile, AL","Mobile, AL",Gulf Coast & Mississippi River,2016,Alabama,IMPORTS,Short Tons,6,-12.049341980,"8,499,607"
DRY BULK,2005,"Mobile, AL","Mobile, AL",Gulf Coast & Mississippi River,2016,Alabama,TOTAL,Short Tons,6,-8.745805356,"31,869,343"
DRY BULK,2005,"Mobile, AL","Mobile, AL",Gulf Coast & Mississippi River,2017,Alabama,DOMESTIC,Short Tons,8,-4.468706942,"13,324,443"
DRY BULK,2005,"Mobile, AL","Mobile, AL",Gulf Coast & Mississippi River,2017,Alabama,EXPORTS,Short Tons,8,17.034603020,"11,027,012"
DRY BULK,2005,"Mobile, AL","Mobile, AL",Gulf Coast & Mississippi River,2017,Alabama,FOREIGN,Short Tons,8,10.249543889,"19,758,501"
DRY BULK,2005,"Mobile, AL","Mobile, AL",Gulf Coast & Mississippi River,2017,Alabama,IMPORTS,Short Tons,8,2.728149666,"8,731,489"
DRY BULK,2005,"Mobile, AL","Mobile, AL",Gulf Coast & Mississippi River,2017,Alabama,TOTAL,Short Tons,8,3.808051518,"33,082,944"
DRY BULK,2005,"Mobile, AL","Mobile, AL",Gulf Coast & Mississippi River,2018,Alabama,DOMESTIC,Short Tons,6,7.491915422,"14,322,699"
DRY BULK,2005,"Mobile, AL","Mobile, AL",Gulf Coast & Mississippi River,2018,Alabama,EXPORTS,Short Tons,6,16.833245488,"12,883,216"
DRY BULK,2005,"Mobile, AL","Mobile, AL",Gulf Coast & Mississippi River,2018,Alabama,FOREIGN,Short Tons,6,9.451243290,"21,625,925"
DRY BULK,2005,"Mobile, AL","Mobile, AL",Gulf Coast & Mississippi River,2018,Alabama,IMPORTS,Short Tons,6,0.128488967,"8,742,708"
DRY BULK,2005,"Mobile, AL","Mobile, AL",Gulf Coast & Mississippi River,2018,Alabama,TOTAL,Short Tons,6,8.662106976,"35,948,624"
DRY BULK,2005,"Mobile, AL","Mobile, AL",Gulf Coast & Mississippi River,2019,Alabama,DOMESTIC,Short Tons,5,-16.155474607,"12,008,799"
DRY BULK,2005,"Mobile, AL","Mobile, AL",Gulf Coast & Mississippi River,2019,Alabama,EXPORTS,Short Tons,5,-1.818202846,"12,648,973"
DRY BULK,2005,"Mobile, AL","Mobile, AL",Gulf Coast & Mississippi River,2019,Alabama,FOREIGN,Short Tons,5,4.609379714,"22,622,746"
DRY BULK,2005,"Mobile, AL","Mobile, AL",Gulf Coast & Mississippi River,2019,Alabama,IMPORTS,Short Tons,5,14.081049030,"9,973,773"
DRY BULK,2005,"Mobile, AL","Mobile, AL",Gulf Coast & Mississippi River,2019,Alabama,TOTAL,Short Tons,5,-3.663781401,"34,631,545"
DRY BULK,2005,"Mobile, AL","Mobile, AL",Gulf Coast & Mississippi River,2020,Alabama,DOMESTIC,Short Tons,6,-3.739258189,"11,559,759"
DRY BULK,2005,"Mobile, AL","Mobile, AL",Gulf Coast & Mississippi River,2020,Alabama,EXPORTS,Short Tons,6,-0.362432586,"12,603,129"
DRY BULK,2005,"Mobile, AL","Mobile, AL",Gulf Coast & Mississippi River,2020,Alabama,FOREIGN,Short Tons,6,-7.570959777,"20,909,987"
DRY BULK,2005,"Mobile, AL","Mobile, AL",Gulf Coast & Mississippi River,2020,Alabama,IMPORTS,Short Tons,6,-16.712993167,"8,306,857"
DRY BULK,2005,"Mobile, AL","Mobile, AL",Gulf Coast & Mississippi River,2020,Alabama,TOTAL,Short Tons,6,-6.242282867,"32,469,746"
DRY BULK,2017,"Jacksonville, FL","Jacksonville, FL",Atlantic Coast,2016,Florida,DOMESTIC,Short Tons,35,-0.855187961,"1,882,294"
DRY BULK,2017,"Jacksonville, FL","Jacksonville, FL",Atlantic Coast,2016,Florida,EXPORTS,Short Tons,35,-6.520838762,"340,811"
DRY BULK,2017,"Jacksonville, FL","Jacksonville, FL",Atlantic Coast,2016,Florida,FOREIGN,Short Tons,35,-1.944247965,"4,870,036"
DRY BULK,2017,"Jacksonville, FL","Jacksonville, FL",Atlantic Coast,2016,Florida,IMPORTS,Short Tons,35,-1.581677066,"4,529,225"
DRY BULK,2017,"Jacksonville, FL","Jacksonville, FL",Atlantic Coast,2016,Florida,TOTAL,Short Tons,35,-1.643071820,"6,752,330"
DRY BULK,2017,"Jacksonville, FL","Jacksonville, FL",Atlantic Coast,2017,Florida,DOMESTIC,Short Tons,41,-29.326821421,"1,330,277"
DRY BULK,2017,"Jacksonville, FL","Jacksonville, FL",Atlantic Coast,2017,Florida,EXPORTS,Short Tons,41,3.008999123,"351,066"
DRY BULK,2017,"Jacksonville, FL","Jacksonville, FL",Atlantic Coast,2017,Florida,FOREIGN,Short Tons,41,0.308067538,"4,885,039"
DRY BULK,2017,"Jacksonville, FL","Jacksonville, FL",Atlantic Coast,2017,Florida,IMPORTS,Short Tons,41,0.104830297,"4,533,973"
DRY BULK,2017,"Jacksonville, FL","Jacksonville, FL",Atlantic Coast,2017,Florida,TOTAL,Short Tons,41,-7.953017699,"6,215,316"
DRY BULK,2017,"Jacksonville, FL","Jacksonville, FL",Atlantic Coast,2018,Florida,DOMESTIC,Short Tons,44,35.897410840,"1,807,812"
DRY BULK,2017,"Jacksonville, FL","Jacksonville, FL",Atlantic Coast,2018,Florida,EXPORTS,Short Tons,44,-11.444571676,"310,888"
DRY BULK,2017,"Jacksonville, FL","Jacksonville, FL",Atlantic Coast,2018,Florida,FOREIGN,Short Tons,44,-38.867407200,"2,986,351"
DRY BULK,2017,"Jacksonville, FL","Jacksonville, FL",Atlantic Coast,2018,Florida,IMPORTS,Short Tons,44,-40.990760201,"2,675,463"
